FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c14,Plateaux,Ogou,Ogou 1,Gnagna,Gnagna,JEC De Tetsi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Ogou,Non,MEPSTA,POINT (1.126954404979794 7.526581881425639)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c13,Plateaux,Ogou,Ogou 1,Gnagna,Houdou,JEC La Cathedrale Ga,90861513,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Ogou,Non,MEPSTA,POINT (1.122758699532717 7.529096695757278)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c12,Plateaux,Ogou,Ogou 1,Gnagna,Agbo fon,JEP Agbo Fon,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.1331669363126882 7.508311374006903)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c11,Plateaux,Ogou,Ogou 1,Gnagna,Lom nava,JEC Lom Nava,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.1278595730221395 7.518469836096146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c10,Plateaux,Ogou,Ogou 1,Gnagna,Keta,Institut Shalom JE,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Ogou,Non,MEPSTA,POINT (1.1388555132636629 7.517894128285147)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c0f,Plateaux,Ogou,Ogou 1,Gnagna,Oke ekpa,JEI Franceo Arabe Ok,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.13615547696439 7.521428353455855)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c0e,Plateaux,Ogou,Ogou 2,Katoré,Kelekpe,CEPE Kelepke,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.3013845946031906 7.400649759666036)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c0d,Plateaux,Ogou,Ogou 2,Datcha,Datcha,JEE Datcha,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Ogou,Non,MEPSTA,POINT (1.162190097959865 7.4292241484347565)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c0c,Plateaux,Ogou,Ogou 2,Datcha,Akoutan,JEP Datcha Central,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.1619934493869766 7.4357352751962065)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c0b,Plateaux,Ogou,Ogou 2,Datcha,Djéna,JEC datcha,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Ogou,Non,MEPSTA,POINT (1.158205394332079 7.435756460667103)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c0a,Plateaux,Ogou,Ogou 2,Akparé,Assante,JEP Assante,BP86 ATAKPAME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Oui,MEPSTA,POINT (1.3592101204760643 7.428443149187337)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c09,Plateaux,Ogou,Ogou 2,Datcha,Datcha,JEC Avete,91731646,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.1540520391458353 7.4727984217125245)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c08,Plateaux,Ogou,Ogou 2,Akparé,Ilama,CEPE Ilama,BP86 ATAKPAME,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.2475194819412077 7.4967707311866905)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c07,Plateaux,Ogou,Ogou 2,Akparé,Akpare,JEP Akpare,91737054,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.3232734508776531 7.47359722543112)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c06,Plateaux,Ogou,Ogou 2,Akparé,Ezi kome,JEC Akpare,98 23 38 59,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),autre,IEPP Ogou,Non,MEPSTA,POINT (1.3199440547600265 7.472280892478681)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c05,Plateaux,Ogou,Ogou 3,Gléi,Medjingni,CEPE Medjingni,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.0710118618167306 7.2657585374499165)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c04,Plateaux,Ogou,Ogou 3,Gléi,Koffi gato,CS Adventiste JE,BP 48,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.171769135881638 7.328160020548482)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c03,Plateaux,Ogou,Ogou 3,Gléi,Foncome,JEC Glei,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.1653047184480267 7.317980095349491)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c02,Plateaux,Ogou,Ogou 3,Gléi,Ngbegna,JEDIL Djeguema,BP 86,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.1554296145966594 7.3174641170817685)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c01,Plateaux,Ogou,Ogou 3,Gléi,Koffi gato,JEP Koffi Gato,S/C BP 86,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.1722845642384467 7.329501203993935)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1c00,Plateaux,Kloto,Kloto 1,Womé,Etoe,JEC De Wome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Kloto-Ouest,Non,MEPSTA,POINT (0.5702430504928162 6.8486794449286394)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bff,Plateaux,Ogou,Ogou 3,Gléi,Gare,JEP Glei Gare,S/C Inspection BP 86,"{Lundi,Mardi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.1678323067524572 7.312930536898093)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bfe,Plateaux,Ogou,Ogou 3,Gléi,Zolou kokoyo,CEPE Zolou Kokoyo,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.1443133333333326 7.310586666666667)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bfd,Plateaux,Ogou,Ogou 3,Gléi,Koadani,CS Evangelique Glei JE,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.1595165801223122 7.317258187194688)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bfc,Plateaux,Ogou,Ogou 3,Gléi,Akpaka,JEP Glei Centrale,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.1617362841311674 7.311565685023032)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bfb,Plateaux,Ogou,Ogou 3,Gléi,Foncome,JEC Glei Gc,S/C Inspection BP 31,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Ogou,Non,MEPSTA,POINT (1.167481323437896 7.317932877062851)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bfa,Plateaux,Ogou,Ogou 4,Ountivou,Bavou,CEPE Bavou,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.5371583333333327 7.383796666666656)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf9,Plateaux,Ogou,Ogou 4,Ountivou,Koyohoe hetre,CEPE Koyohoe Hetre,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Ogou,Non,MEPSTA,POINT (1.482773983919488 7.310272231973882)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf8,Plateaux,Ogou,Ogou 4,Ountivou,Nangbeto,CEPE Nangbeto Ga,Néant,"{Lundi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - entreprise,IEPP Ogou,Non,MEPSTA,POINT (1.4350716629079998 7.414266468654381)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf7,Savanes,Tône,Tône 3,Warkambou,Bongdoure,JEP Bongdoure,BP63,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Tône-Ouest,Non,MEPSTA,POINT (0.0073533237136912 10.805217549819528)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf6,Plateaux,Wawa,Wawa 3,Ounabé,Imoussa oudje,JEP Imoussa Oudje,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine Prive de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.9370886114045329 7.55931220473052)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf5,Plateaux,Wawa,Wawa 3,Ounabé,Oulita gonobe,JEP Oulita Gonobe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.932813734799238 7.5537897551930735)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf4,Plateaux,Wawa,Wawa 3,Ounabé,Ounabe,JEP Ounabe Gb,S/C IEPP,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.9780888758691835 7.557614881949496)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf3,Plateaux,Wawa,Wawa 3,Okou,Ogote,JEDIL Okou Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Wawa-Est,Non,MEPSTA,POINT (0.8523451944046141 7.573755542187642)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf2,Plateaux,Wawa,Wawa 3,Okou,Bena-ola,JEP Bena Ola,BP82,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Est,Non,MEPSTA,POINT (0.8745450161385968 7.550055490995377)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf1,Plateaux,Wawa,Wawa 3,Okou,Okou-ogohou,JEDIL Okou Ga,BP82,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Est,Non,MEPSTA,POINT (0.854282675273078 7.5692494820654295)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bf0,Plateaux,Wawa,Wawa 3,Okou,Bena-plateau,JEP Bena Plateau,BP82 Badou,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Est,Non,MEPSTA,POINT (0.9108115629659187 7.5410931373229175)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bef,Plateaux,Wawa,Wawa 3,Okou,Okou-alifi,JEDIL Okou Alifi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.85812046155368 7.595600850358492)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bee,Plateaux,Wawa,Wawa 3,Okou,Djalouma,JEDIL Djalouma,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.8819395583970264 7.58709828377892)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bed,Plateaux,Wawa,Wawa 3,Doumé,Doume,JEP Doume Ga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.7853540146493831 7.5507813813325395)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bec,Plateaux,Wawa,Wawa 3,Doumé,Ave maria,JEDIL Ave Maria,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.8119100244150943 7.607351464796675)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1beb,Plateaux,Wawa,Wawa 3,Doumé,Doume elavagnon,JEP Doume Elavagnon Gb,S/c IEPP,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.8210353271520001 7.5962215458394935)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bea,Plateaux,Wawa,Wawa 3,Doumé,Doume-elavagnon,JEP Doume-elavagnon Ga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Est,Non,MEPSTA,POINT (0.8331731460585616 7.600250297700703)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be9,Centrale,Blitta,Blitta 1,Pagala-Gare,Tchanie,JEP Tchanie,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (1.012398333333333 8.17634000000001)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be8,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala gare,JEC Pagala Gare,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9705011666625657 8.182714675827444)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be7,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala rails,JEP Pagala Rails Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.962414345834362 8.17418526034436)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be6,Centrale,Blitta,Blitta 1,Pagala-Gare,Gassi-gassi,JEP Kolka Gassi Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9560218083121184 8.197506190989301)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be5,Centrale,Blitta,Blitta 1,Pagala-Gare,Yeloum lekohan,JEP Yeloum Lekohan Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (1.0522502957697035 8.162456404594854)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be4,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala gare,JEP Yeloum-lekohan Ga,Néant,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (1.039575000000001 8.168563333333326)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be3,Centrale,Blitta,Blitta 1,Pagala-Gare,Djama 2,JEP Pagala Carriere Gb,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9898884331356319 8.172562047138467)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be2,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala carriere,CPA Le Rocher JEPL,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9770948148951458 8.177631799966399)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be1,Centrale,Blitta,Blitta 1,Pagala-Gare,Medina,JEP Pagala Rails Gc,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9674959247787975 8.171535153384948)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1be0,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala gare,JEP Pagala Gare Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9707727152771799 8.180395052994447)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bdf,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala carriere,JEP Pagala Carriere Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9800012060285529 8.18374142403994)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bde,Centrale,Blitta,Blitta 1,Pagala-Gare,Gassi-gassi,JEP Kolka Gassi Ga,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9581506929800208 8.189154065458345)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bdd,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala-gare,JEP Pagala-gare Gb,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9698083030686662 8.179021155307506)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bdc,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala-gare,JEP Pagala-gare Gc,Nsp,"{Vendredi,Jeudi,Mardi,Lundi,Mercredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9793603043384994 8.171196900989928)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bdb,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala-lassa,JEP Pagala-lassa,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9799477980213341 8.204685375707614)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bda,Centrale,Blitta,Blitta 1,Pagala-Gare,Pagala gare,CS Deo Gratias JEPL,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Nsp,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9791999999999993 8.177931666666664)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd9,Centrale,Blitta,Blitta 1,Pagala-Gare,Medina,JEP Pagala Rails Gb,Néant,"{Lundi,Mardi,Jeudi,Vendredi,Mercredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.9658651003017963 8.17480477641675)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd8,Centrale,Blitta,Blitta 1,Pagala-Gare,Yovo cope,JEP Yovo Cope,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Blitta-Ouest,Non,MEPSTA,POINT (0.942936717671993 8.133574058657524)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd7,Plateaux,Wawa,Wawa 1,Kpété-Béna,Mangoassi,JEP Mangoassi Gb,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.5457788746384572 7.425858096619246)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd6,Plateaux,Wawa,Wawa 1,Kpété-Béna,Kpete-bena,JEE Kpete Bena,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6040953679246444 7.43619742267489)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd5,Plateaux,Wawa,Wawa 1,Kpété-Béna,Kpete-maflo,JEC Kpete-maflo,BP31,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.5958012908443047 7.463911918720665)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd4,Plateaux,Wawa,Wawa 1,Kpété-Béna,Atikpa,CEPE Atikpa,BP82,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.5690593880701916 7.484365100670052)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd3,Plateaux,Wawa,Wawa 1,Tomégbé,Tomegbe,EPC Tomegbe,Néant,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6055589037452269 7.510814950792814)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd2,Plateaux,Wawa,Wawa 1,Tomégbé,Tomegbe,JEEP Tomegbe,BP 07,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.603570664497661 7.507810864704435)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd1,Plateaux,Wawa,Wawa 1,Tomégbé,Tomegbe,JEP Tomegbe,BP 82,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6037095565758341 7.504755989519188)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bd0,Plateaux,Wawa,Wawa 1,Tomégbé,Akloa,JEP Akloa,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6067294197342391 7.517016627157693)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bcf,Plateaux,Wawa,Wawa 1,Badou,Badou,CS La Patience Jardin,BP14,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - individuel,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6051728220033586 7.581611706598186)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bce,Plateaux,Wawa,Wawa 1,Badou,Anonoe,JEDIL Anonoe,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Ouest,Oui,MEPSTA,POINT (0.6043673862502241 7.5627932513992535)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bcd,Plateaux,Wawa,Wawa 1,Badou,Alabe,JEP Dzindzi Zongo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.5512802087533187 7.561944910510373)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bcc,Plateaux,Wawa,Wawa 1,Badou,Djida,JEP Badou Stade,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6103422647055133 7.594579020706211)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bcb,Plateaux,Wawa,Wawa 1,Badou,Badou dzindzi,JEP Badou Dzindzi,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Domaine public de l'Etat,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.5369983333333335 7.583151666666663)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bca,Plateaux,Wawa,Wawa 1,Badou,Nsp,EPC Badou,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Jardin (maternelle),Nsp,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6130072706312031 7.581060799698889)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bc9,Plateaux,Wawa,Wawa 1,Badou,Badou,CS Protestant Jardin,BP82,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.6087302097905322 7.582851899600538)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-1bc8,Plateaux,Wawa,Wawa 1,Badou,Yeboa_ kope,JEP Yeboa Kope,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Jardin (maternelle),Prive - Collectivite coutumiere,IEPP Wawa-Ouest,Non,MEPSTA,POINT (0.5536500112547703 7.587466830759015)
